,text,id,created_at
0,RT @mercadocontabil: PROFISSÃO CONTÁBIL: Atividades que só um contador pode fazer pela empresa https://t.co/h3E7z6Yy0u https://t.co/4OV17Jd…,748287687585579008,Wed Jun 29 22:51:01 +0000 2016
1,"[Classificados] Contador sp centro tel 11 3214-4747 (São Paulo - SP): Aberturas, encerramento,... https://t.co/8GlJzghwbL #classificados",748287331514257408,Wed Jun 29 22:49:36 +0000 2016
2,"[Classificados] Contador sp centro tel 11 3214-4747 (São Paulo - SP): Aberturas, encerramento,... https://t.co/cJA3tSqSKZ #classificados",748287321707950082,Wed Jun 29 22:49:34 +0000 2016
3,Como Habilitar o Contador de Inscritos em um Canal do Youtube https://t.co/JLNv8h6b63 #tutoriais,748286050498412544,Wed Jun 29 22:44:31 +0000 2016
4,@SnesTalgia @GrandeHippie reparei nisso também. O contador ao vivo diminuiu 3 numa tacada só,748285976678645761,Wed Jun 29 22:44:13 +0000 2016
5,"meu contador de followers ta loko, uma hora é 125 outra é 122 outra é 127",748285326469304320,Wed Jun 29 22:41:38 +0000 2016
6,"@Lorenaaney ACORDAAAAY :vV TAU BUNITIN VE VC PREOCUPADA CMG, CHUPA @ AE, ELA SE PREOCUPA COM VCS?VAU CUIDA DE CONTADOR DE SEGUIDORES, OBG",748283357008695297,Wed Jun 29 22:33:49 +0000 2016
7,@Espe_Contador @begohalawah me rindo,748281701273600000,Wed Jun 29 22:27:14 +0000 2016
8,RT @raphazarko: @bk_contador @EdugmRJ não no CAS. Se não pagaram Comitê Disciplinar da FIFA pode agir. Corte Suprema da Suíça é Justica com…,748276968257363968,Wed Jun 29 22:08:26 +0000 2016
9,"eu tenho a mania de dar espaço depois de terminar de escrever, dai sempre vai uma letra a mais nesse contador -q",748275348954034177,Wed Jun 29 22:02:00 +0000 2016
10,Perdi mais inscrito aindaaaaaAh gzusDaki a poko ta resetando o contador de inscrito,748274000569245697,Wed Jun 29 21:56:38 +0000 2016
11,"RT @SrtaXiss: @lourdesflintz @aeciofaraujo @giselecaso @BelCarvalho5 @macunaimaz @Gui_iah @subeida1 @muylaerte Toffoli, o contador de votos…",748272803900698624,Wed Jun 29 21:51:53 +0000 2016
12,RT @Felipe_TremBala: Esse bruninho é um contador de história cr kkk,748269971806031872,Wed Jun 29 21:40:38 +0000 2016
13,Esse bruninho é um contador de história cr kkk,748269576132116480,Wed Jun 29 21:39:03 +0000 2016
14,"porra, amo de mais meu avo ❤ homem sábio do caralho, grande contador de histórias, grande homem!! Meu orgulho 👴❤",748268921891995648,Wed Jun 29 21:36:27 +0000 2016
15,"RT @brunovicari: Froome, Contador, Aru, Quintana, Pinot, Bardet... Imperdível! https://t.co/twLsNqMG9T",748268749174743040,Wed Jun 29 21:35:46 +0000 2016
16,"Froome, Contador, Aru, Quintana, Pinot, Bardet... Imperdível! https://t.co/twLsNqMG9T",748268638843592704,Wed Jun 29 21:35:20 +0000 2016
17,RT @__HebertSilva: @Biia_bitizii aqui é contador/advogado,748266866775326720,Wed Jun 29 21:28:17 +0000 2016
18,@Biia_bitizii aqui é contador/advogado,748266763117334528,Wed Jun 29 21:27:53 +0000 2016
19,"O Google informou que encontrou um problema no contador de inscritos do YouTube e que o ""bug"" já foi corrigido.",748259123230302208,Wed Jun 29 20:57:31 +0000 2016
20,"RT @SrtaXiss: @lourdesflintz @aeciofaraujo @giselecaso @BelCarvalho5 @macunaimaz @Gui_iah @subeida1 @muylaerte Toffoli, o contador de votos…",748255845511761921,Wed Jun 29 20:44:30 +0000 2016
21,"@BorrasNicolas @fernandociclism @oidoracritica @cesarecolo no le tengo fe a Contador. Creo que sería Froome-Nairo-(Aru, Nibali o Valverde).",748255056823259137,Wed Jun 29 20:41:22 +0000 2016
22,@bk_contador @MauroCezarESPN @pedrotorre @3deacrescimos @Ale_Lozetti O Cruzeiro tá fazendo besteira ao gastar quase 30 milhões em 2jogadores,748253549382017024,Wed Jun 29 20:35:22 +0000 2016
23,"""o contador falou que seu CPF tá bloqueado por causa de declaração do imposto de renda atrasada""

A VIDA ADULTA ME RECEBE DE BRAÇOS ABERTOS",748253237967470592,Wed Jun 29 20:34:08 +0000 2016
24,@MauroCezarESPN @pedrotorre @3deacrescimos @Ale_Lozetti e a ausência de um órgão regulador no mercado do futebol,748252665742753793,Wed Jun 29 20:31:52 +0000 2016
25,RT @SrtaXiss: @MariaRitadeC1 @cunha_edison @BelCarvalho5 @STF_oficial @BlogDoPim O contador de votos do PT. Ladrões!!!,748251259036110848,Wed Jun 29 20:26:16 +0000 2016
26,3 pessoas visualizaram seu perfil agora https://t.co/WwGfKKI4eB,748250068080164864,Wed Jun 29 20:21:32 +0000 2016
27,"O que só um contador pode fazer
https://t.co/hUhY5E3GbP",748249202426265601,Wed Jun 29 20:18:06 +0000 2016
28,"o maior cultor desse mal cognitivo chamado beleza fácil é o roger scruton, aquele jeca contador de colcheias e analista de melodia.",748247803990802432,Wed Jun 29 20:12:32 +0000 2016
29,@MariaRitadeC1 @cunha_edison @BelCarvalho5 @STF_oficial @BlogDoPim O contador de votos do PT. Ladrões!!!,748246964542779392,Wed Jun 29 20:09:12 +0000 2016
30,"RT @SrtaXiss: @lourdesflintz @aeciofaraujo @giselecaso @BelCarvalho5 @macunaimaz @Gui_iah @subeida1 @muylaerte Toffoli, o contador de votos…",748246653279281152,Wed Jun 29 20:07:58 +0000 2016
31,"@lourdesflintz @aeciofaraujo @giselecaso @BelCarvalho5 @macunaimaz @Gui_iah @subeida1 @muylaerte Toffoli, o contador de votos do PT,Ladrões!",748246411834187776,Wed Jun 29 20:07:00 +0000 2016
32,aí me perguntam: pq vc não cancela? ué queria mas o contador quer 2mil pra cancelar... sendo q se eu fosse MEI podia cancelar pela net affe,748243633300709376,Wed Jun 29 19:55:58 +0000 2016
33,Câmara Municipal de São Pedro de Alcântara - SC anuncia Processo Seletivo para Contador: Profissional deve te... https://t.co/Ost1iGlnYt,748241639383015424,Wed Jun 29 19:48:03 +0000 2016
34,Já vou arrumar  contador pq não quero ter essa dor e cabeça de novo !,748231611964137472,Wed Jun 29 19:08:12 +0000 2016
35,"Queria entender o contador do meu instagram, ele travou 😂",748222188675829764,Wed Jun 29 18:30:45 +0000 2016
36,@AgnaldoSantos26 acredito que seja investido no futebol. Mas realmente não sei,748220381589299200,Wed Jun 29 18:23:34 +0000 2016
37,"""O CONTADOR"" - Longa estrelado por Ben Affleck tem estreia marcada para 20 de outubro 

A Warner Bros. Pictures... https://t.co/P4AQIXLNyb",748219983608451073,Wed Jun 29 18:22:00 +0000 2016
38,Me inscrevi em um trabalho voluntário de Contador de histórias.. to apaixonada por isso gente,748218729973092352,Wed Jun 29 18:17:01 +0000 2016
39,"@bk_contador Na matéria do Ge diz que o R$ esta carimbado para pgto de dividas, por isso minha duvida, Obrigado pela informação!!",748218618299703296,Wed Jun 29 18:16:34 +0000 2016
40,"@AgnaldoSantos26 a princípio seria investido no futebol, essa era a promessa pelo menos",748218151641423873,Wed Jun 29 18:14:43 +0000 2016
41,@rodrigorotzsch @raphazarko @EdugmRJ provavelmente estão  protelando o pgto apenas,748218150844530688,Wed Jun 29 18:14:43 +0000 2016
42,RT @ReporterdoFut: Renda líquida de bilheteria até o momento no Brasileirão. América-MG e Botafogo no prejuízo. Via @bk_contador https://t.…,748218004710760448,Wed Jun 29 18:14:08 +0000 2016
43,"""A vida é como uma caixa de bombons: você nunca sabe o que vai encontrar."" (Forrest Gump - O Contador de Histórias)",748217882258120704,Wed Jun 29 18:13:39 +0000 2016
44,@bk_contador Sabe qual será a destinação desses recursos? Pagamentos de dividas ou investimentos no tine ou CT??,748217500484145152,Wed Jun 29 18:12:07 +0000 2016
45,"@bk_contador vlw, Benny. Pelo menos no aspecto redução de dívidas teremos alegrias em julho. Espero que não fique só nisso. Abs",748217262671278080,Wed Jun 29 18:11:11 +0000 2016
46,@bk_contador @raphazarko @EdugmRJ Fico imaginando o q poderia ser. Não vejo argumento possível.,748216604631109632,Wed Jun 29 18:08:34 +0000 2016
47,RT @raphazarko: @bk_contador @EdugmRJ não no CAS. Se não pagaram Comitê Disciplinar da FIFA pode agir. Corte Suprema da Suíça é Justica com…,748216547487944704,Wed Jun 29 18:08:20 +0000 2016
48,@rodrigorotzsch @raphazarko @EdugmRJ não sei Rodrigo. Até pq está sendo mantido em sigilo,748216424854884352,Wed Jun 29 18:07:51 +0000 2016
49,@raphazarko @EdugmRJ boa Zarko. Parabéns pela apuração,748216271892787200,Wed Jun 29 18:07:15 +0000 2016
50,"@raphazarko @bk_contador @EdugmRJ Qual é o argumento q eles usam nesses recursos? Eles levaram e ñ pagaram, o q eles alegam?",748214449983586304,Wed Jun 29 18:00:00 +0000 2016
51,"@bk_contador Benny, quando sai o balanço do 2º Trim do Fla? Quero ver qto vai baixar a dívida pós acordo com o Plaza e com R10. Abs",748214345436397569,Wed Jun 29 17:59:35 +0000 2016
52,@bk_contador @EdugmRJ *se não pagarem,748213903356731392,Wed Jun 29 17:57:50 +0000 2016
53,@bk_contador @EdugmRJ não no CAS. Se não pagaram Comitê Disciplinar da FIFA pode agir. Corte Suprema da Suíça é Justica comum do país,748213837384540160,Wed Jun 29 17:57:34 +0000 2016
54,@EdugmRJ @raphazarko entendi que ainda cabe recurso,748212952273162241,Wed Jun 29 17:54:03 +0000 2016
55,Gente! Ceis tem que mandar os doc das empresas pros contador TOOODOOO mês!,748211613988175872,Wed Jun 29 17:48:44 +0000 2016
56,Ultima instância @bk_contador ? https://t.co/bQSPFAia0A,748210977741602817,Wed Jun 29 17:46:12 +0000 2016
57,"Entrevista no TVL Comunidade hoje com Jefferson Grande, Contador público e a Nutricionista Nina Hermann: https://t.co/Dr11BMdIes",748210634089701380,Wed Jun 29 17:44:50 +0000 2016
58,"Entrevista no TVL Comunidade hoje com Jefferson Grande, Contador público e a Nutricionista Nina Hermann: https://t.co/MqBwwIWhQR",748210633745772544,Wed Jun 29 17:44:50 +0000 2016
59,"@beatriz_ecosta a coisa demorou um pouco p/ ir ficar mais prática rs... mas msm c/ contador e cia, davam um p. trabalho.",748209748776976384,Wed Jun 29 17:41:19 +0000 2016
60,"Inclusive quando muita gente fala, fico desesperada para ler tudo logo e zerar aquele contador de mensagens no canto superior esquerdo.",748207326302191616,Wed Jun 29 17:31:42 +0000 2016
61,RT @eugenioleal: Não me preocupo com estas cifras muitas vezes mentirosas. Não sou contador. Dentro de campo ele é importante.  https://t.c…,748206671361617920,Wed Jun 29 17:29:06 +0000 2016
62,"@LeonardoBrugger @bk_contador Vamos melhorar, mas nossos jogos predominarão no Indepa.",748203843977117696,Wed Jun 29 17:17:52 +0000 2016
63,RT @eugenioleal: Não me preocupo com estas cifras muitas vezes mentirosas. Não sou contador. Dentro de campo ele é importante.  https://t.c…,748201234453139456,Wed Jun 29 17:07:29 +0000 2016
64,Não me preocupo com estas cifras muitas vezes mentirosas. Não sou contador. Dentro de campo ele é importante.  https://t.co/GLfaBYkvR6,748199904464429056,Wed Jun 29 17:02:12 +0000 2016
65,RT @ReporterdoFut: Renda líquida de bilheteria até o momento no Brasileirão. América-MG e Botafogo no prejuízo. Via @bk_contador https://t.…,748199044061757440,Wed Jun 29 16:58:47 +0000 2016
66,"Amiguinhos do Facebook, algum #contador pra me ajudar.?
󾮞󾮞󾮞󾭞",748195951173574656,Wed Jun 29 16:46:30 +0000 2016
67,"Amo ficar contando as coisas, eu queria poder ter um contador no meu celular q contasse td
dias de amizade
média de sla oq
horas de ligação",748195605558759427,Wed Jun 29 16:45:07 +0000 2016
68,"Bati um recorde, fiquei meio dia sem reclamar de nada, mas ai um serumaninho não colaborou... tive que zerar o contador.",748193026078543872,Wed Jun 29 16:34:52 +0000 2016
69,Ou como diz meu mano Paraíba... Contador de histórias kk,748191727538868224,Wed Jun 29 16:29:43 +0000 2016
70,Algum amg de bolso aqui é contador?,748191182933622785,Wed Jun 29 16:27:33 +0000 2016
71,Obrigado @FredMourao pela oportunidade https://t.co/3eqBaZ26rV,748186965900726272,Wed Jun 29 16:10:47 +0000 2016
72,"Que grande Tour vamos ter este ano. 
Froome, Contador, Quintana, Aru ...",748185663653175296,Wed Jun 29 16:05:37 +0000 2016
73,😊 papos em dia . Dialogando um pouco sobre o papel do contador na vida dos advogados hehehe #recissao #tributos https://t.co/uUEbZUujOh,748185055688802308,Wed Jun 29 16:03:12 +0000 2016
74,"Pera esse contador de C;C é pra agora

Japoneses não conseguem fazer um contador que funciona em toda parte do mundo não?",748183492874338305,Wed Jun 29 15:56:59 +0000 2016
75,RT @mercadocontabil: PROFISSÃO CONTÁBIL: Atividades que só um contador pode fazer pela empresa https://t.co/h3E7z6Yy0u https://t.co/4OV17Jd…,748183329044897792,Wed Jun 29 15:56:20 +0000 2016
76,Flex #Finance #Job: Contador de Costos (#GuadalajaraNorth) https://t.co/K9XoWWtsZo #Jobs #Hiring #CareerArc,748180784595378176,Wed Jun 29 15:46:14 +0000 2016
77,se conhecerem um contador com CRC que precise de um emprego cheguem em mim por favor,748177490980528129,Wed Jun 29 15:33:08 +0000 2016
78,Preciso comer p ir lá no contador,748177045851676677,Wed Jun 29 15:31:22 +0000 2016
79,@j_menal @bk_contador Pode ter certeza de que com os jogos no Mineirão iremos para o primeiro lugar.,748176341309210625,Wed Jun 29 15:28:34 +0000 2016
80,"Ir em contador... Ir na light..  Ir na imobiliária, voltar na light... Ta corrido, gzuix!",748176341032407041,Wed Jun 29 15:28:34 +0000 2016
81,@cronoescalada @MTrivi97 Aru Top 5. Pero no triunfo? no a la altura de Nairo o Froome o Contador o Níbali?,748176106969272320,Wed Jun 29 15:27:38 +0000 2016
82,"Sob o pensamento de que ""SE ELES QUEREM UM CONTADOR ENTÃO ECONOMISTA TAMBÉM SERVE""",748174942127144960,Wed Jun 29 15:23:01 +0000 2016
83,@CaritasVoeckler @inthemood4luv @Contador_Info ESTA GANAO,748169973521080320,Wed Jun 29 15:03:16 +0000 2016
84,"RT @MRN_CRF: Com ProFut Flamengo vai ter 12Mi a mais em 2016
http://t.co/mTfz07fyYI

Blog Balanço do Fla
por .@bk_contador http://t.co/Gm5G…",748168973842251776,Wed Jun 29 14:59:18 +0000 2016
85,Tecnologia: APP contador de colônias. https://t.co/a1CQPfBHIf https://t.co/9v3TWbTC3r,748167241070313472,Wed Jun 29 14:52:25 +0000 2016
86,"por falar na vó, hoje seria aniversário do meu avô que me criou. contador, técnico eletrônico amador e gambiarrista profissional.",748166907258343424,Wed Jun 29 14:51:05 +0000 2016
